"","silver_history.csv Date","silver_history.csv Price","silver_history.csv Open","silver_history.csv High","silver_history.csv Low","silver_history.csv Volume"
"445",2010-10-07,1333.9,1347.9,1363.2,1325.7,"260"
"446",2010-10-08,1344.2,1333.5,1348.4,1325,"80"
"447",2010-10-11,1353.3,1346.7,1353.7,1344,"80"
"448",2010-10-12,1345.7,1346.9,1352.2,1343.6,"110"
"449",2010-10-13,1369.5,1356.4,1374,1355.1,"250"
"450",2010-10-14,1376.7,1372.8,1383.9,1371.3,"110"
"451",2010-10-15,1371.1,1379.2,1382.4,1364.7,"170"
"452",2010-10-18,1371.2,1358,1372.6,1358,"50"
"453",2010-10-19,1335.1,1366.8,1370.5,1328.5,"300"
"454",2010-10-20,1343.3,1336,1345.8,1334.2,"150"
"455",2010-10-21,1324.7,1344.2,1346.2,1317.5,"100"
"456",2010-10-22,1324.4,1326.7,1328.1,1319,"110"
"457",2010-10-25,1338.3,1333.6,1349.1,1333.1,"190"
"458",2010-10-26,1338,1341.2,1341.2,1328.3,"200"
"459",2010-10-27,1322.2,1341,1341.8,1321.1,"90"
"460",2010-10-28,1342.1,1327.9,1343.6,1325.9,"190"
"461",2010-10-29,1357.1,1340.2,1358.7,1336.8,"70"
"462",2010-11-01,1350.2,1360.3,1360.3,1350.7,"40"
"463",2010-11-02,1356.4,1356.8,1356.8,1355.5,"20"
"464",2010-11-03,1337.1,1351.4,1359.2,1327.5,"140"
"465",2010-11-04,1382.7,1368.6,1392.5,1368.6,"110"
"466",2010-11-05,1397.3,1390.7,1398,1378.2,"110"
"467",2010-11-08,1402.8,1390.5,1409.2,1387.1,"110"
"468",2010-11-09,1409.8,1405.2,1423.2,1382.9,"80"
"469",2010-11-10,1399.1,1395.2,1408.1,1384,"30"
"470",2010-11-11,1403.1,1400.7,1413.5,1397.3,"30"
"471",2010-11-12,1365.4,1407.9,1407.9,1360.1,"180"
"472",2010-11-15,1368.4,1363.7,1372.6,1355.3,"50"
"473",2010-11-16,1338.3,1356.5,1358.2,1329.5,"70"
"474",2010-11-17,1336.8,1336.9,1341.8,1331.3,"50"
"475",2010-11-18,1352.9,1349.5,1353.2,1347.7,"20"
"476",2010-11-19,1352.2,1350.7,1352,1344.5,"10"
"477",2010-11-22,1357.7,1357.7,1357.7,1357.7,"-"
"478",2010-11-23,1377.5,1369.4,1376.4,1364.5,"20"
"479",2010-11-24,1372.9,1377.8,1377.8,1377.8,"0"
"480",2010-11-26,1362.3,1372.1,1372.1,1372.1,"0"
"481",2010-11-29,1366,1364,1369.3,1352.6,"94490"
"482",2010-11-30,1385,1366.7,1390.1,1362.8,"11370"
"483",2010-12-01,1387.3,1386.8,1396.6,1382.3,"4760"
"484",2010-12-02,1388.5,1387.6,1398.6,1383.3,"1550"
"485",2010-12-03,1405.4,1385.1,1415.1,1385.1,"2340"
"486",2010-12-06,1415.3,1414,1428.4,1410,"830"
"487",2010-12-07,1408.3,1424.5,1431.1,1398,"870"
"488",2010-12-08,1382.5,1402.5,1403.8,1372,"1680"
"489",2010-12-09,1392.1,1380.6,1394.2,1380.5,"970"
"490",2010-12-10,1384.3,1388.9,1392,1373.1,"460"
"491",2010-12-13,1397.3,1384.5,1399.2,1383.6,"190"
"492",2010-12-14,1403.6,1401.9,1407.6,1391.8,"430"
"493",2010-12-15,1385.5,1394,1394,1379.5,"220"
"494",2010-12-16,1370.4,1380.9,1385,1362.5,"230"
"495",2010-12-17,1378.6,1376.4,1377.5,1365.9,"100"
"496",2010-12-20,1385.5,1379.5,1386.7,1376.5,"130"
"497",2010-12-21,1388.2,1385.8,1390,1381.5,"110"
"498",2010-12-22,1386.8,1388,1389.5,1385,"60"
"499",2010-12-23,1380,1388.4,1388.4,1373.7,"100"
"500",2010-12-27,1382.4,1373.5,1384.2,1373.5,"320"
"501",2010-12-28,1405.2,1389.8,1406.7,1389.8,"520"
"502",2010-12-29,1413.1,1403.4,1412.2,1402.9,"40"
"503",2010-12-30,1405.6,1413.8,1413.8,1403.1,"190"
"504",2010-12-31,1421.1,1405.7,1420.7,1405.7,"50"
"505",2011-01-03,1422.6,1415.6,1423.9,1413.7,"30"
"506",2011-01-04,1378.5,1409.6,1410.9,1375.8,"120"
"507",2011-01-05,1373.4,1383.4,1384,1364.2,"180"
"508",2011-01-06,1371.4,1374.8,1376.5,1368.9,"160"
"509",2011-01-07,1368.5,1372.7,1377.2,1355.5,"230"
"510",2011-01-10,1373.7,1369,1374,1365.7,"180"
"511",2011-01-11,1384,1375.4,1384.5,1373.9,"10"
"512",2011-01-12,1385.7,1382.6,1385.5,1378,"200"
"513",2011-01-13,1386.9,1386.1,1392.5,1371.4,"70"
"514",2011-01-14,1360.4,1375,1376,1356.7,"250"
"515",2011-01-18,1368.1,1365.1,1371,1359.2,"110"
"516",2011-01-19,1370.2,1371.9,1376.2,1367,"40"
"517",2011-01-20,1346.5,1367.7,1367.7,1345,"10"
"518",2011-01-21,1341,1341.7,1345.6,1338.6,"20"
"519",2011-01-24,1344.5,1352.3,1352.3,1341.8,"0"
"520",2011-01-25,1332.3,1330.4,1331.5,1323.6,"390"
"521",2011-01-26,1333,1339.8,1341.7,1339.8,"0"
"522",2011-01-27,1318.4,1342,1342,1318.4,"20"
"523",2011-01-28,1340.7,1314,1346.6,1307.7,"73020"
"524",2011-01-31,1333.8,1339,1345.9,1323.3,"13660"
"525",2011-02-01,1339.6,1333.1,1342.9,1325.3,"3180"
"526",2011-02-02,1331.5,1344,1344,1327,"1360"
"527",2011-02-03,1352.3,1335.6,1355.8,1324.9,"1870"
"528",2011-02-04,1348.3,1354.8,1360,1345,"590"
"529",2011-02-07,1347.6,1345.8,1353.8,1343.8,"1000"
"530",2011-02-08,1363.4,1351.2,1367,1350,"2540"
"531",2011-02-09,1364.8,1362.8,1366.5,1359.6,"150"
"532",2011-02-10,1361.9,1364.3,1364.5,1351.7,"310"
"533",2011-02-11,1359.9,1364,1368.8,1355.2,"490"
"534",2011-02-14,1364.6,1357.8,1365.6,1356.6,"180"
"535",2011-02-15,1373.6,1361.6,1376,1361.6,"320"
"536",2011-02-16,1374.7,1373.6,1382,1370.5,"160"
"537",2011-02-17,1384.7,1377.7,1384.7,1377,"110"
"538",2011-02-18,1388.2,1384.1,1391.8,1381.8,"100"
"539",2011-02-22,1400.5,1395.1,1408.7,1395.1,"430"
"540",2011-02-23,1413.4,1397.8,1413.8,1397.8,"320"
"541",2011-02-24,1415.3,1415.1,1415.3,1408.3,"70"
"542",2011-02-25,1408.7,1401.7,1411,1401,"350"
"543",2011-02-28,1409.3,1410.7,1415.7,1407.7,"210"
"544",2011-03-01,1430.7,1415.3,1434.4,1415.3,"120"
"545",2011-03-02,1437.2,1432.5,1440.5,1428.8,"1600"
"546",2011-03-03,1416,1432.3,1432.3,1415.9,"240"
"547",2011-03-04,1428.2,1418.9,1429.8,1416.8,"60"
"548",2011-03-07,1434.1,1434.5,1445,1429.5,"610"
"549",2011-03-08,1426.9,1431.6,1432.6,1424.3,"200"
"550",2011-03-09,1429.3,1430,1435.7,1426.1,"100"
"551",2011-03-10,1412.2,1429.5,1429.8,1403.8,"20"
"552",2011-03-11,1421.5,1413.7,1422.6,1404.9,"20"
"553",2011-03-14,1424.6,1420,1427.7,1420,"60"
"554",2011-03-15,1392.6,1413.3,1413.3,1385.5,"20"
"555",2011-03-16,1396,1398,1404.2,1394.3,"40"
"556",2011-03-17,1404,1387.7,1393.6,1387.7,"30"
"557",2011-03-18,1415.9,1406.4,1419.3,1406.4,"10"
"558",2011-03-21,1426.2,1433.5,1433.5,1430.8,"40"
"559",2011-03-22,1427.5,1430.4,1430.4,1430.4,"90"
"560",2011-03-23,1437.9,1432.2,1439.7,1432.2,"20"
"561",2011-03-24,1434.8,1437.7,1446.9,1437.5,"30"
"562",2011-03-25,1426.1,1436,1436,1436,"0"
"563",2011-03-28,1419.8,1413.2,1415.6,1413.2,"10"
"564",2011-03-29,1416,1416,1416,1416,"-"
"565",2011-03-30,1423.8,1418.7,1430.3,1412,"47010"
"566",2011-03-31,1438.9,1423.3,1440,1420.7,"8230"
"567",2011-04-01,1428.1,1433.4,1436.5,1413,"5320"
"568",2011-04-04,1432.2,1429.1,1439.1,1428.8,"680"
"569",2011-04-05,1451.8,1437.9,1457.6,1430.3,"2610"
"570",2011-04-06,1457.7,1456.9,1462.3,1452,"900"
"571",2011-04-07,1458.5,1459.7,1462.7,1453.9,"230"
"572",2011-04-08,1473.4,1457.6,1475.5,1457.5,"1410"
"573",2011-04-11,1467.4,1476,1476,1459.7,"380"
"574",2011-04-12,1452.9,1461.8,1467.2,1444.4,"350"
"575",2011-04-13,1454.9,1455,1462,1454,"200"
"576",2011-04-14,1471.7,1456.8,1476,1452.7,"540"
"577",2011-04-15,1485.3,1477.6,1487.5,1473.2,"290"
"578",2011-04-18,1492.3,1486.3,1497.3,1477.5,"650"
"579",2011-04-19,1494.5,1493.3,1499.5,1489,"170"
"580",2011-04-20,1498.3,1494,1505.3,1494,"390"
"581",2011-04-21,1503.2,1503.7,1508.3,1501.7,"240"
"582",2011-04-25,1508.6,1513.3,1518,1502.8,"230"
"583",2011-04-26,1503,1501.5,1506.3,1495,"220"
"584",2011-04-27,1516.7,1507.1,1512.8,1505.2,"210"
"585",2011-04-28,1530.8,1528.6,1536,1526.6,"430"
"586",2011-04-29,1556,1538.7,1568.7,1537.3,"120"
"587",2011-05-02,1556.7,1572.9,1576.6,1543.1,"200"
"588",2011-05-03,1540.1,1542.5,1547,1527.5,"250"
"589",2011-05-04,1514.9,1535,1539,1506.2,"270"
"590",2011-05-05,1480.9,1514.7,1520.7,1471,"130"
"591",2011-05-06,1491.2,1473.2,1494.8,1472.3,"140"
"592",2011-05-09,1502.9,1501.5,1512.8,1501.3,"40"
"593",2011-05-10,1516.6,1508.4,1516.9,1508.4,"10"
"594",2011-05-11,1501.1,1524,1524.1,1495.2,"30"
"595",2011-05-12,1506.6,1492.1,1502.7,1484.8,"10"
"596",2011-05-13,1493.4,1503.5,1511.3,1490.2,"20"
"597",2011-05-16,1490.4,1489.3,1494.9,1489.3,"10"
"598",2011-05-17,1479.8,1489.8,1491.8,1473,"40"
"599",2011-05-18,1495.6,1496.4,1497,1496.3,"80"
"600",2011-05-19,1492.2,1491.5,1491.5,1491.5,"0"
"601",2011-05-20,1508.8,1499,1513.3,1488.7,"90"
"602",2011-05-23,1515.3,1510.5,1513,1507,"40"
"603",2011-05-24,1523.2,1527.1,1527.1,1521.9,"0"
"604",2011-05-25,1526.6,1526.4,1527.5,1526.1,"10"
"605",2011-05-26,1522.8,1521.2,1521.2,1519.5,"50"
"606",2011-05-27,1536.3,1519.4,1538.5,1518.4,"76720"
"607",2011-05-31,1535.9,1536.7,1541.1,1532.4,"6150"
"608",2011-06-01,1542.4,1535.7,1550.6,1529.7,"2850"
"609",2011-06-02,1532,1541.3,1544.5,1520,"1650"
"610",2011-06-03,1541.7,1534.7,1546.3,1525,"1750"
"611",2011-06-06,1546.5,1542.9,1553.9,1542,"690"
"612",2011-06-07,1543.3,1545,1549.9,1537.2,"2530"
"613",2011-06-08,1538.1,1544.2,1544.2,1531.3,"490"
"614",2011-06-09,1542.1,1536.1,1548.8,1534.4,"290"
"615",2011-06-10,1528.6,1543.7,1543.9,1526.4,"630"
"616",2011-06-13,1515,1528.1,1533,1511.3,"850"
"617",2011-06-14,1523.8,1517.2,1526.2,1513.1,"310"
"618",2011-06-15,1525.6,1525,1533.4,1515,"650"
"619",2011-06-16,1529.3,1526,1531.2,1522,"160"
"620",2011-06-17,1538.6,1523,1541.6,1523,"70"
"621",2011-06-20,1541.5,1536,1545.7,1535.2,"100"
"622",2011-06-21,1546,1540.1,1547.5,1540,"130"
"623",2011-06-22,1552.9,1547.2,1558.5,1544.4,"220"
"624",2011-06-23,1520.1,1547.2,1547.2,1514.7,"300"
"625",2011-06-24,1500.5,1524.7,1525,1498.5,"260"
"626",2011-06-27,1496,1503.5,1503.5,1490.7,"140"
"627",2011-06-28,1499.7,1499.9,1505,1496.1,"170"
"628",2011-06-29,1509.9,1504.1,1512.2,1504.1,"400"
"629",2011-06-30,1502.3,1511.5,1514,1498.8,"70"
"630",2011-07-01,1482.3,1502.2,1502.2,1480,"70"
"631",2011-07-05,1512.3,1490.4,1515,1490.3,"200"
"632",2011-07-06,1528.7,1513.7,1532.8,1510.3,"70"
"633",2011-07-07,1530.2,1529.1,1533.1,1522.7,"60"
"634",2011-07-08,1541.2,1527,1542.6,1526.6,"0"
"635",2011-07-11,1548.8,1550,1555.2,1543.1,"10"
"636",2011-07-12,1561.9,1548.2,1565,1542,"10"
"637",2011-07-13,1585.2,1574,1585.6,1570.8,"30"
"638",2011-07-14,1589,1586.3,1592.8,1583.6,"20"
"639",2011-07-15,1589.8,1582.3,1592.2,1582.3,"10"
"640",2011-07-18,1602.1,1592.8,1605,1592.8,"10"
"641",2011-07-19,1600.9,1608.1,1608.8,1583.3,"60"
"642",2011-07-20,1596.7,1584.3,1596.5,1582.4,"10"
"643",2011-07-21,1586.8,1598,1601.6,1586.6,"20"
"644",2011-07-22,1601.3,1588.5,1606.5,1588.5,"10"
"645",2011-07-25,1612,1610,1619.4,1610,"70"
"646",2011-07-26,1616.6,1609.8,1618.5,1609.8,"30"
"647",2011-07-27,1615,1619.7,1622.5,1617,"20"
"648",2011-07-28,1613.4,1614.2,1620.6,1602.8,"70260"
"649",2011-07-29,1628.3,1617.1,1634.9,1610.6,"6760"
"650",2011-08-01,1619,1623,1631.8,1607,"2890"
"651",2011-08-02,1641.9,1619.3,1660.6,1616.8,"2440"
"652",2011-08-03,1663.4,1659.9,1672.3,1651.6,"2020"
"653",2011-08-04,1656.2,1660.5,1681.8,1640,"1950"
"654",2011-08-05,1648.8,1647.5,1666.1,1642.6,"830"
"655",2011-08-08,1710.2,1679.1,1720,1678.1,"1890"
"656",2011-08-09,1740,1722.5,1779,1720.1,"1860"
"657",2011-08-10,1781.3,1744,1795.6,1741.3,"970"
"658",2011-08-11,1748.8,1795.1,1813.5,1733,"1500"
"659",2011-08-12,1740.2,1760.6,1764.2,1723.8,"1170"
"660",2011-08-15,1755.5,1734.9,1765.2,1730.5,"980"
"661",2011-08-16,1782.4,1769,1787.3,1761.6,"280"
"662",2011-08-17,1791.2,1784.8,1794.3,1782,"230"
"663",2011-08-18,1818.9,1786.5,1828.5,1785.5,"870"
"664",2011-08-19,1848.9,1823.7,1874.4,1823.7,"330"
"665",2011-08-22,1888.7,1868.6,1895,1858.4,"1110"
"666",2011-08-23,1858.3,1909,1909.3,1824.6,"460"
"667",2011-08-24,1754.1,1833,1853.1,1753.1,"990"
"668",2011-08-25,1759.8,1748.4,1772.5,1707.3,"860"
"669",2011-08-26,1794.1,1768.5,1829.3,1768.5,"270"
"670",2011-08-29,1788.4,1817.9,1817.9,1786.7,"40"
"671",2011-08-30,1826.7,1787.2,1839.6,1783.1,"600"
"672",2011-08-31,1828.5,1830.6,1837.9,1811.4,"340"
"673",2011-09-01,1826,1825.8,1829.5,1814.1,"260"
"674",2011-09-02,1873.7,1828.6,1884.2,1828.6,"440"
"675",2011-09-06,1869.9,1886.3,1911.6,1864,"540"
"676",2011-09-07,1814.2,1868.9,1873.7,1792.8,"470"
"677",2011-09-08,1854.4,1839.3,1870,1835,"140"
"678",2011-09-09,1856.4,1858.1,1881.3,1830,"190"
"679",2011-09-12,1809.9,1852.4,1852.4,1806,"250"
"680",2011-09-13,1826.8,1817.8,1835.3,1808.1,"50"
"681",2011-09-14,1823.5,1843,1843,1809,"160"
"682",2011-09-15,1778.5,1816.3,1816.3,1775.8,"80"
"683",2011-09-16,1812.1,1768.5,1819.1,1768.5,"110"
"684",2011-09-19,1776.4,1814.7,1818.9,1781.8,"10"
"685",2011-09-20,1806.6,1778.8,1807.8,1776,"90"
"686",2011-09-21,1805.5,1808,1812,1782.8,"20"
"687",2011-09-22,1739.2,1773.2,1773.2,1730.9,"20"
"688",2011-09-23,1637.5,1737.3,1737.3,1636.3,"80"
"689",2011-09-26,1592.5,1646.4,1661.8,1562.4,"150"
"690",2011-09-27,1650.6,1653.8,1665.4,1653.7,"50"
"691",2011-09-28,1616.3,1650,1650,1650,"40"
"692",2011-09-29,1615.5,1604,1633.8,1585,"7180"
"693",2011-09-30,1620.4,1620.8,1639.4,1609.4,"280"
"694",2011-10-03,1656,1627.8,1660.8,1627.6,"100"
"695",2011-10-04,1614.7,1661,1678.1,1596.6,"160"
"696",2011-10-05,1640.3,1629.3,1644.7,1599.6,"110"
"697",2011-10-06,1651.9,1642.6,1654.7,1637.6,"40"
"698",2011-10-07,1634.5,1657,1665,1626.2,"70"
"699",2011-10-10,1669.6,1645.6,1676.8,1645.6,"60"
"700",2011-10-11,1659.7,1685,1685,1657.6,"150"
"701",2011-10-12,1681.3,1667.1,1691,1665.9,"40"
"702",2011-10-13,1667.3,1676.1,1678.8,1656.2,"150"
"703",2011-10-14,1681.8,1665.8,1683.3,1665.8,"50"
"704",2011-10-17,1675.5,1683.6,1693.5,1667.3,"40"
"705",2011-10-18,1651.7,1666,1666,1627.5,"90"
"706",2011-10-19,1646,1659.3,1659.3,1641,"20"
"707",2011-10-20,1611.9,1643.2,1643.8,1608.7,"90"
"708",2011-10-21,1635.1,1626.1,1647.4,1626.1,"30"
"709",2011-10-24,1651.5,1646.2,1657.8,1638.8,"310"
"710",2011-10-25,1699.6,1645,1706.8,1645,"360"
"711",2011-10-26,1722.7,1717,1723.6,1708.9,"140"
"712",2011-10-27,1746.7,1717.8,1735.5,1717.8,"20"
"713",2011-10-28,1746.2,1752,1752,1733,"160"
"714",2011-10-31,1724.2,1741.9,1741.9,1716,"60"
"715",2011-11-01,1711,1706.7,1720.1,1682.5,"250"
"716",2011-11-02,1728.7,1724.3,1741.4,1723.2,"290"
"717",2011-11-03,1764.2,1740.5,1766,1726.6,"290"
"718",2011-11-04,1755.3,1757,1761.2,1754.9,"50"
"719",2011-11-07,1790.3,1771.5,1797,1768.7,"40"
"720",2011-11-08,1798.4,1785.7,1785.7,1785.7,"10"
"721",2011-11-09,1790.9,1793,1793,1774.2,"10"
"722",2011-11-10,1758.9,1766.8,1766.8,1754.8,"20"
"723",2011-11-11,1787.5,1777,1789.5,1777,"30"
"724",2011-11-14,1777.8,1779,1779,1779,"20"
"725",2011-11-15,1781.7,1779.2,1783.1,1761.3,"20"
"726",2011-11-16,1773.8,1777.5,1777.5,1757.7,"70"
"727",2011-11-17,1719.8,1755.3,1755.3,1714,"50"
"728",2011-11-18,1724.7,1725,1736,1719,"10"
"729",2011-11-21,1678.3,1704.6,1704.6,1674.4,"10"
"730",2011-11-22,1702.2,1675.4,1679.8,1675.4,"10"
"731",2011-11-23,1695.7,1691.2,1700,1681.6,"30"
"732",2011-11-25,1685.5,1690.1,1693.5,1675.3,"30"
"733",2011-11-28,1710.8,1710.8,1710.8,1710.8,"-"
"734",2011-11-29,1713.4,1711.3,1718.4,1704,"64790"
"735",2011-11-30,1745.5,1714,1749.2,1699.9,"15460"
"736",2011-12-01,1735.3,1747,1753.3,1734.5,"1350"
"737",2011-12-02,1747,1744.8,1762.9,1741.6,"1070"
"738",2011-12-05,1730.7,1748.9,1752.6,1718.7,"760"
"739",2011-12-06,1727.9,1722.1,1731.8,1703,"650"
"740",2011-12-07,1740.9,1730.6,1741.9,1720,"300"
"741",2011-12-08,1709.8,1742,1752.3,1705.4,"940"
"742",2011-12-09,1712.8,1713.3,1720.7,1705.7,"570"
"743",2011-12-12,1664.2,1707.5,1708.2,1658.5,"890"
"744",2011-12-13,1659.9,1654.7,1671.8,1628,"270"
"745",2011-12-14,1584.3,1636.5,1639.5,1565.8,"890"
"746",2011-12-15,1574.6,1571.4,1592.8,1565.6,"590"
"747",2011-12-16,1595.6,1587.4,1595.9,1586,"60"
"748",2011-12-19,1594.4,1596.4,1603.4,1589.7,"90"
"749",2011-12-20,1615.6,1596.4,1617,1596.4,"220"
"750",2011-12-21,1611.9,1615.6,1635,1608.3,"40"
"751",2011-12-22,1608.9,1608.8,1610,1601.9,"600"
"752",2011-12-23,1604.7,1612,1612.8,1605.8,"60"
"753",2011-12-27,1594.2,1599,1599,1592.6,"50"
"754",2011-12-28,1562.9,1584.9,1588.6,1561.3,"50"
"755",2011-12-29,1539.9,1559.3,1559.3,1525,"870"
"756",2011-12-30,1565.8,1549.4,1579.5,1547.9,"290"
"757",2012-01-03,1599.7,1568.9,1604.3,1566,"230"
"758",2012-01-04,1611.9,1596.6,1618.6,1594.5,"170"
"759",2012-01-05,1619.4,1610.8,1624.1,1597.8,"360"
"760",2012-01-06,1616.1,1622.5,1627.8,1618.6,"20"
"761",2012-01-09,1607.5,1614.3,1620.1,1607.8,"10"
"762",2012-01-10,1631,1619.9,1639,1619.9,"50"
"763",2012-01-11,1639.2,1634.8,1645.4,1633.8,"70"
"764",2012-01-12,1647.3,1645.2,1656.1,1645.2,"80"
"765",2012-01-13,1630.4,1638.9,1643.4,1632.4,"370"
"766",2012-01-17,1655.2,1643.7,1657.8,1642.1,"20"
"767",2012-01-18,1659.5,1654,1660.3,1654,"10"
"768",2012-01-19,1654.1,1663,1664.4,1653.5,"60"
"769",2012-01-20,1663.7,1652.8,1664.3,1652.8,"10"
"770",2012-01-23,1678,1676.9,1680,1669.9,"10"
"771",2012-01-24,1664.2,1666.9,1668.2,1664.4,"10"
"772",2012-01-25,1699.8,1673,1706.2,1658.3,"240"
"773",2012-01-26,1726.3,1729,1729,1721,"20"
"774",2012-01-27,1731.8,1727,1734.1,1724.4,"10"
"775",2012-01-30,1731,1737.2,1739.9,1715.7,"53430"
"776",2012-01-31,1737.8,1731.7,1747.7,1725,"7540"
"777",2012-02-01,1747.1,1738.2,1751.1,1734,"2030"
"778",2012-02-02,1756.8,1745.1,1761.1,1742.9,"2060"
"779",2012-02-03,1737.9,1758.7,1761.3,1724.5,"540"
"780",2012-02-06,1722.8,1728,1738.3,1713.3,"730"
"781",2012-02-07,1746.4,1722,1748,1713.2,"270"
"782",2012-02-08,1729.3,1744,1751.5,1728.2,"960"
"783",2012-02-09,1739,1731.4,1749.7,1726.1,"120"
"784",2012-02-10,1723.3,1732.7,1734.4,1706.4,"250"
"785",2012-02-13,1723,1725,1733,1718.4,"100"
"786",2012-02-14,1715.9,1720,1724.9,1715,"90"
"787",2012-02-15,1726.3,1723.6,1737,1723.6,"110"
"788",2012-02-16,1726.8,1718.4,1728.4,1707,"40"
"789",2012-02-17,1724.5,1733.6,1735.1,1718.8,"80"
"790",2012-02-21,1757.1,1736.1,1760,1733.6,"120"
"791",2012-02-22,1770,1758.7,1781.9,1750,"160"
"792",2012-02-23,1784.9,1774,1786,1773,"300"
"793",2012-02-24,1775.1,1778.5,1780.7,1771.3,"130"
"794",2012-02-27,1773.6,1773.6,1775.6,1768.1,"150"
"795",2012-02-28,1787,1767.9,1789.4,1767.9,"310"
"796",2012-02-29,1709.9,1789.9,1790.4,1669,"360"
"797",2012-03-01,1721.1,1698.6,1724.6,1698.6,"210"
"798",2012-03-02,1708.8,1723,1723,1705.2,"140"
"799",2012-03-05,1703,1705.5,1709.5,1695.4,"420"
"800",2012-03-06,1671.4,1708.7,1708.7,1666,"180"
"801",2012-03-07,1683.3,1676,1684,1673.1,"40"
"802",2012-03-08,1698.1,1686.4,1702.4,1686.4,"300"
"803",2012-03-09,1710.9,1698.8,1706,1680.7,"70"
"804",2012-03-12,1699.2,1708.1,1708.1,1694.9,"100"
"805",2012-03-13,1693.7,1698.4,1701.7,1685.1,"50"
"806",2012-03-14,1642.5,1676.9,1681,1637.4,"200"
"807",2012-03-15,1659.1,1646.3,1660.2,1640,"410"
"808",2012-03-16,1655.5,1660,1663.4,1641.3,"320"
"809",2012-03-19,1666.9,1661.2,1668,1652.1,"460"
"810",2012-03-20,1646.7,1648.1,1652.3,1642,"250"
"811",2012-03-21,1650,1657.8,1660,1646.1,"550"
"812",2012-03-22,1642.3,1648,1649.4,1633.8,"320"
"813",2012-03-23,1662.3,1652.5,1665.1,1646.3,"80"
"814",2012-03-26,1685.5,1665,1692.9,1657.8,"80"
"815",2012-03-27,1684.8,1687.8,1690.8,1684.4,"100"
"816",2012-03-28,1657.9,1670.1,1670.1,1665,"20"
"817",2012-03-29,1652.2,1661.8,1664.5,1644.3,"47340"
"818",2012-03-30,1669.3,1660.6,1670,1659,"9830"
"819",2012-04-02,1677.5,1670.4,1682.8,1662,"2530"
"820",2012-04-03,1670,1677.6,1679.5,1638.7,"1170"
"821",2012-04-04,1612.3,1646.5,1647,1613,"1120"
"822",2012-04-05,1628.5,1620.8,1633.2,1620.4,"290"
"823",2012-04-09,1642.5,1645.3,1646.4,1636.5,"160"
"824",2012-04-10,1659.5,1649,1661.7,1636.2,"350"
"825",2012-04-11,1659,1654.8,1659.7,1654.7,"430"
"826",2012-04-12,1679.5,1660,1680.1,1650,"1310"
"827",2012-04-13,1659.1,1673.3,1674.8,1650,"220"
"828",2012-04-16,1648.7,1650.8,1656.8,1641.2,"720"
"829",2012-04-17,1650.3,1652,1653,1637,"70"
"830",2012-04-18,1638.8,1653.2,1653.3,1638.1,"270"
"831",2012-04-19,1640.6,1642.1,1653.1,1632,"80"
"832",2012-04-20,1642.1,1641.7,1645.6,1640.9,"50"
"833",2012-04-23,1631.9,1642.4,1642.4,1625.1,"230"
"834",2012-04-24,1643,1634.4,1648.6,1634.4,"120"
"835",2012-04-25,1641.4,1641.3,1643.8,1626.9,"80"
"836",2012-04-26,1659.6,1658.3,1658.7,1658.3,"90"
"837",2012-04-27,1664,1654.5,1666.9,1654,"240"
"838",2012-04-30,1663.4,1663,1665.7,1653,"40"
"839",2012-05-01,1661.7,1665,1670.5,1661.7,"30"
"840",2012-05-02,1653.4,1659.2,1659.2,1648.3,"50"
"841",2012-05-03,1634.2,1651.2,1652.2,1631.3,"80"
"842",2012-05-04,1644.7,1635.7,1645.6,1629.4,"70"
"843",2012-05-07,1638.6,1637.9,1640,1632.6,"20"
"844",2012-05-08,1604,1636.7,1636.7,1596,"150"
"845",2012-05-09,1593.7,1595.3,1595.3,1586.3,"30"
"846",2012-05-10,1595.1,1594.2,1594.4,1592.4,"10"
"847",2012-05-11,1583.6,1586.1,1589.6,1586.1,"10"
"848",2012-05-14,1560.6,1563,1563.1,1555.5,"10"
"849",2012-05-15,1556.8,1555.4,1558.3,1542.4,"30"
"850",2012-05-16,1536.2,1541.4,1541.4,1528.5,"30"
"851",2012-05-17,1574.5,1546.9,1579,1546.9,"50"
"852",2012-05-18,1591.6,1573.7,1590.8,1568.2,"30"
"853",2012-05-21,1588.4,1591.9,1594.1,1591.9,"30"
"854",2012-05-22,1576.3,1575.7,1591.1,1568.4,"30"
"855",2012-05-23,1548.1,1538.2,1538.2,1534.4,"10"
"856",2012-05-24,1557.3,1559,1569.4,1551.5,"20"
"857",2012-05-25,1568.8,1558.2,1568,1557.3,"10"
"858",2012-05-29,1548.6,1574.7,1582.5,1574.7,"10"
"859",2012-05-30,1563.4,1553.9,1569,1530.4,"79890"
"860",2012-05-31,1562.6,1562.7,1572.6,1551.8,"5900"
"861",2012-06-01,1620.5,1560,1630,1545.5,"2820"
"862",2012-06-04,1612.2,1623,1627.9,1609,"2130"
"863",2012-06-05,1615.2,1619.3,1622.7,1612.9,"600"
"864",2012-06-06,1632.8,1619.7,1639.7,1616.5,"420"
"865",2012-06-07,1586.6,1622.6,1627.2,1581.9,"1200"
"866",2012-06-08,1590.1,1589.9,1593.9,1566.5,"160"
"867",2012-06-11,1595.5,1608,1608,1583,"130"
"868",2012-06-12,1612.7,1594.1,1612.8,1588.5,"520"
"869",2012-06-13,1618.1,1608.2,1622.4,1608.2,"660"
"870",2012-06-14,1618.4,1621.2,1626.4,1610.1,"490"
